ID;NAME;Kartenart;Quellkonto KontoID;Quellkonto;Quellkonto Beschreibung;Quellkonto BUB;Quellkonto LIB;Zielkonto KontoID;Zielkonto;Zielkonto Beschreibung;Zielkonto BUB;Zielkonto LIB;Verschiedene Lager;handler
296;Bestandsdiff. Retourenstelle;-1;9;Retoureneingang;"Retourenbestand im Lager; eingegangen; aber noch nicht geprueft und damit kein verfuegbarer Bestand";Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
297;Bestandsdiff. Entnahmereserve;305;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
298;Neg.Inv.Diff. QS ungeprüft (SM);;25;QS ungeprüft / WE1;Wareneingänge nach Vereinnahmung per WE1 und vor Freischaltung per WE2 im Zustand QS-ungeprüft bzw. wartend auf Zollfreigabe;N;N;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;N;
299;Neg.Bestandsdiff. QS ungeprüft (Konzern);305;25;QS ungeprüft / WE1;Wareneingänge nach Vereinnahmung per WE1 und vor Freischaltung per WE2 im Zustand QS-ungeprüft bzw. wartend auf Zollfreigabe;N;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;N;
300;"alt:RAS-Abgang;id_neu=316";;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;11;RAS/RES Umsatz;RAS/RES Reparatur-Ausgang/Eingang (Umsatz);N;N;N;
301;RES-Zugang;305;11;RAS/RES Umsatz;RAS/RES Reparatur-Ausgang/Eingang (Umsatz);N;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;N;
302;Lager -> Transportbestand abg.;;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;N;
303;Transportbestand abg. -> Lager;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
304;Storno Lager -> Transportbestand abg.;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
305;Verlust bei Transport;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;22;Totalschaden;"Umsatz ausgebucht per Kanalbuchung: Genutzt in Altsystemen fuer alle Kanalbuchungen gemeinsam; neu nur fuer den Kanal Totalschaden";N;N;N;
306;Fund bei Transport;;22;Totalschaden;"Umsatz ausgebucht per Kanalbuchung: Genutzt in Altsystemen fuer alle Kanalbuchungen gemeinsam; neu nur fuer den Kanal Totalschaden";N;N;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;N;
307;WE aus Transit abg in QS;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
308;Positive Inventurdiff. im Transit abg.;;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;N;
309;Negative Inventurdiff. im Transit abg.;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;N;
310;Transportbestand abg. -> Lager;;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;Y;
311;Auslagerung und W-Ausgang Stationaer;;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;N;
312;initiale Kontenumzeichnung;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;N;
313;initiale Kontenumzeichnung;;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;N;
314;TOT: Auslagerung Filiale;;39;Sport Scheck intern.;Reservierter Bestand für SportScheck-International-Aktivitäten im Rahmen der logischen Bestandstrennung. Nur für Lager 23/25. Nur zur Bebuchung durch die Retail-Schicht. Teil des Buchbestands.;Y;N;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;N;
315;QS-Korrektur(-) NBV gegen Inventur;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;N;
316;RAS-Abgang;315;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;11;RAS/RES Umsatz;RAS/RES Reparatur-Ausgang/Eingang (Umsatz);N;N;N;
317;Eigenentnahme/Dreingabe;;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;42;Int.warenabzug IWA;Umsatz Interner Warenabzug und Warenruecklauf;N;N;N;
318;Storno Eigenentnahme/Dreingabe;;42;Int.warenabzug IWA;Umsatz Interner Warenabzug und Warenruecklauf;N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
319;Pos. Inventurdiff. Retourenstelle;305;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;N;
320;Neg. Inventurdiff. Retourenstelle;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;N;
321;Kanalbuchung in Retourenstelle;315;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;22;Totalschaden;"Umsatz ausgebucht per Kanalbuchung: Genutzt in Altsystemen fuer alle Kanalbuchungen gemeinsam; neu nur fuer den Kanal Totalschaden";N;N;N;
322;Storno Kanalbuch. Retourenstelle;;22;Totalschaden;"Umsatz ausgebucht per Kanalbuchung: Genutzt in Altsystemen fuer alle Kanalbuchungen gemeinsam; neu nur fuer den Kanal Totalschaden";N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;N;
323;Vorreservierungsfehler Versand;305;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;N;
324;Reserv. aus Komm. für präv.Nachschub;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;N;
325;Auslagerung präv. Umfuhr;339;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;
325;Auslagerung präv. Umfuhr;305;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;
326;Umbuchung Plusbestand auf Stammlager;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
327;Umb. Plusbestand auf Stammlager 23 & 25;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;Y;
328;Umb. Minusbestand auf Stammlager;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
329;Umb. Minusbestand auf Stammlager 23 & 25;-1;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
330;90 auf 15;;90;Initialzugang; Initialzugang Umsatz;N;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;N;
331;90 auf 11;;90;Initialzugang; Initialzugang Umsatz;N;N;11;RAS/RES Umsatz;RAS/RES Reparatur-Ausgang/Eingang (Umsatz);N;N;N;
332;90 auf 12;;90;Initialzugang; Initialzugang Umsatz;N;N;12;WE Retoure;Wareneingang (WE) Retoure;N;N;N;
333;RAS aus WE;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
334;11 auf 93;;11;RAS/RES Umsatz;RAS/RES Reparatur-Ausgang/Eingang (Umsatz);N;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
335;90 auf 12;;90;Initialzugang; Initialzugang Umsatz;N;N;12;WE Retoure;Wareneingang (WE) Retoure;N;N;N;
336;Neg. TransBestDiff. Kontenabgr. Inventur;339;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;
337;Neg.Diff.Kto.n.liefb./gesp.Bstd Inventur;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
338;Pos. Fehlbest.Diff. Kontenabgr. Inventur;-1;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
339;Pos. TransBestDiff. Kontenabgr. Inventur;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
340;Neg. Fehlbest.Diff. Kontenabgr. Inventur;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;Y;
341;Pos. WE1-Diff.Kontenabgr. Inventur;-1;25;QS ungeprüft / WE1;Wareneingänge nach Vereinnahmung per WE1 und vor Freischaltung per WE2 im Zustand QS-ungeprüft bzw. wartend auf Zollfreigabe;N;N;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;;
342;Neg. WE1-Diff.Kontenabgr. Inventur;-1;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;25;QS ungeprüft / WE1;Wareneingänge nach Vereinnahmung per WE1 und vor Freischaltung per WE2 im Zustand QS-ungeprüft bzw. wartend auf Zollfreigabe;N;N;;
343;Pos. Res.Entn.-Diff.Kontenabgr. Inv;-1;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;N;
344;Neg. Res.Entn.-Diff.Kontenabgr. Inv;-1;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;N;
345;Pos. Fakturf.Diff. Kontenabgr. Inventur;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
346;Neg. Fakturf.Diff. Kontenabgr. Inventur;330;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
347;Pos. QS-Sperre Diff. Kontenabgr.Inventur;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
348;Neg. QS-Sperre. Diff. Kontenabgr. Inv.;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;;
349;Pos. Res.Entn.-Diff.Kontenabgr. Inv-BUB;305;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
350;Neg. Res.Entn. Diff.Kontenabgr. Inv-BUB;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;Y;
351;WE aus IWA in Filiale;;42;Int.warenabzug IWA;Umsatz Interner Warenabzug und Warenruecklauf;N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
352;St. WE aus IWA in Fil.;;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;42;Int.warenabzug IWA;Umsatz Interner Warenabzug und Warenruecklauf;N;N;Y;
353;KABA Beauftragung Weiden;305;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;162
353;KABA Beauftragung Weiden;339;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;162
354;KABA Storno aus Weiden-Datei;315;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;
354;KABA Storno aus Weiden-Datei;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;
355;KABA Storno vom Sammler;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;Y;
355;KABA Storno vom Sammler;315;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;Y;
356;Bestandserhöhung Witt;-1;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;N;
357;Bestandsminderung Witt;-1;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;N;
358;Inventurausbuchung Witt-Bestand;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
359;Fakturierung Witt- Bestand (Sammler);-1;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;N;
360;Migration Witt Kto 1;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
361;Migration Witt Kto 3;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;N;
362;neg. Inventurausbuchung Witt-Bestand;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
363;ALT;-1;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;N;46
364;Reservierung für SSM International;;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;39;Sport Scheck intern.;Reservierter Bestand für SportScheck-International-Aktivitäten im Rahmen der logischen Bestandstrennung. Nur für Lager 23/25. Nur zur Bebuchung durch die Retail-Schicht. Teil des Buchbestands.;Y;N;N;
365;Storno Reservierung f. SSM International;;39;Sport Scheck intern.;Reservierter Bestand für SportScheck-International-Aktivitäten im Rahmen der logischen Bestandstrennung. Nur für Lager 23/25. Nur zur Bebuchung durch die Retail-Schicht. Teil des Buchbestands.;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
366;KABA Storno vom Sammler;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;Y;46
366;KABA Storno vom Sammler;315;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;Y;46
367;Storno Retourenwanne (RTMWS);-1;94;Transp. gesp. n-bub;Gesperrter nicht bub-relevanter Transportbestand (der Rücksendestelle) für den Konzern;N;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
368;Einlagerung über Rücksendestelle;-1;94;Transp. gesp. n-bub;Gesperrter nicht bub-relevanter Transportbestand (der Rücksendestelle) für den Konzern;N;N;95;Bestand RS nicht-bub;nicht bub-relevanter Bestand der Rücksendestelle für den Konzern;N;N;N;
369;Plusdifferenz Rücksendestelle;-1;95;Bestand RS nicht-bub;nicht bub-relevanter Bestand der Rücksendestelle für den Konzern;N;N;95;Bestand RS nicht-bub;nicht bub-relevanter Bestand der Rücksendestelle für den Konzern;N;N;N;
370;Storno Kanalb. Retourenst. Lager 0;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
371;Manuelle Retourenbuchung;305;12;WE Retoure;Wareneingang (WE) Retoure;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
372;Korrektur Kundengutschrift;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;12;WE Retoure;Wareneingang (WE) Retoure;N;N;;
373;Manuelle Retourenbuchung;305;12;WE Retoure;Wareneingang (WE) Retoure;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
374;Korrektur Kundengutschrift;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;12;WE Retoure;Wareneingang (WE) Retoure;N;N;;
375;Korrektur Gesperrter Bestand;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
376;Korrektur Gesperrter Bestand;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
377;Korrektur Gesperrter Bestand;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
378;Korrektur Gesperrter Bestand;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
379;Ausbuchung Transportdifferenzen;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;N;
380;Ausbuchung Lagerdifferenz;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
381;Ausbuchung gesperrter Bestand;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
382;Korrektur Fehlbestand;;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
383;Ausbuchung Transport-RS;305;94;Transp. gesp. n-bub;Gesperrter nicht bub-relevanter Transportbestand (der Rücksendestelle) für den Konzern;N;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
384;Ausbuchung Bestand RS;305;95;Bestand RS nicht-bub;nicht bub-relevanter Bestand der Rücksendestelle für den Konzern;N;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
385;Korrektur Umsatzkonto;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
386;Korrektur Umsatzkonto;315;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
387;Korrektur Transportbestand;339;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;;
388;Erhoehung freier Bestand;330;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;;
389;Erhoehung gesperrter Bestand;-1;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
390;Korrektur Transportbestand RS;315;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;94;Transp. gesp. n-bub;Gesperrter nicht bub-relevanter Transportbestand (der Rücksendestelle) für den Konzern;N;N;;
391;Erhöhung Bestand RS;315;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;95;Bestand RS nicht-bub;nicht bub-relevanter Bestand der Rücksendestelle für den Konzern;N;N;;
